Segment,EDA Values
13,"[16.6622314453125, 16.6622314453125, 16.702041625976562, 16.702041625976562, 16.82341957092285, 16.78263282775879, 16.78263282775879, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.86400604248047, 16.82341957092285, 16.86400604248047, 16.82341957092285, 16.82341957092285, 16.6622314453125, 16.702041625976562, 16.7424373626709, 16.78263282775879, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.6622314453125, 16.58279037475586, 16.58279037475586, 16.465229034423828, 16.465229034423828, 16.54354476928711, 16.465229034423828, 16.465229034423828, 16.465229034423828, 16.465229034423828, 16.465229034423828, 16.465229034423828, 16.465229034423828, 16.465229034423828, 16.465229034423828, 16.465229034423828, 16.387649536132812, 16.426536560058594, 16.387649536132812, 16.349321365356445, 16.31079864501953, 16.31079864501953, 16.349321365356445, 16.272830963134766, 16.272830963134766, 16.272830963134766, 16.272830963134766, 16.272830963134766, 16.272830963134766, 16.272830963134766, 16.272830963134766, 16.272830963134766, 16.31079864501953, 16.272830963134766, 16.272830963134766, 16.272830963134766, 16.272830963134766, 16.272830963134766, 16.121973037719727, 16.15960693359375, 16.235036849975586, 16.235036849975586, 16.15960693359375]"
14,"[16.15960693359375, 16.15960693359375, 16.15960693359375, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.047948837280273, 16.047948837280273, 16.084875106811523, 16.084875106811523, 16.084875106811523, 16.047948837280273, 16.010831832885742, 15.974244117736816, 16.047948837280273, 16.010831832885742, 15.974244117736816, 15.974244117736816, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.937467575073242, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.865124702453613, 15.865124702453613, 15.828847885131836, 15.865124702453613, 15.793086051940918, 15.901213645935059, 15.828847885131836, 15.865124702453613, 15.721698760986328, 15.793086051940918, 15.757137298583984, 15.721698760986328, 15.721698760986328, 15.757137298583984, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.686418533325195, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.686418533325195, 15.686418533325195, 15.721698760986328]"
15,"[15.721698760986328, 15.686418533325195, 15.686418533325195, 15.721698760986328, 15.65095329284668, 15.65095329284668, 15.686418533325195, 15.65095329284668, 15.65095329284668, 15.686418533325195, 15.615989685058594, 15.65095329284668, 15.686418533325195, 15.65095329284668, 15.580842018127441, 15.615989685058594, 15.580842018127441, 15.615989685058594, 15.65095329284668, 15.65095329284668, 15.686418533325195, 15.721698760986328, 15.686418533325195, 15.686418533325195, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.757137298583984, 15.721698760986328, 15.721698760986328, 15.757137298583984, 15.721698760986328, 15.757137298583984, 15.757137298583984, 15.793086051940918, 15.757137298583984, 15.865124702453613, 15.865124702453613, 15.793086051940918, 15.828847885131836, 15.793086051940918, 15.721698760986328, 15.757137298583984, 15.793086051940918, 15.721698760986328, 15.828847885131836, 15.865124702453613, 15.757137298583984, 15.828847885131836, 15.793086051940918, 15.757137298583984, 15.793086051940918, 15.828847885131836, 15.793086051940918, 15.828847885131836, 15.757137298583984, 15.865124702453613, 15.793086051940918, 15.828847885131836, 15.793086051940918, 15.865124702453613, 15.828847885131836, 15.793086051940918, 15.865124702453613, 15.828847885131836, 15.901213645935059, 15.865124702453613, 15.865124702453613, 15.793086051940918, 15.828847885131836, 15.901213645935059, 15.865124702453613, 15.828847885131836, 15.721698760986328, 15.757137298583984]"
16,"[15.828847885131836, 15.901213645935059, 15.828847885131836, 15.828847885131836, 15.865124702453613, 15.865124702453613, 15.901213645935059, 15.865124702453613, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.865124702453613, 15.865124702453613, 15.865124702453613, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.865124702453613, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.901213645935059, 15.828847885131836, 15.828847885131836, 15.793086051940918, 15.865124702453613, 15.865124702453613, 15.901213645935059, 15.828847885131836, 15.865124702453613, 15.828847885131836, 15.828847885131836, 15.901213645935059, 15.901213645935059, 15.865124702453613, 15.865124702453613, 15.865124702453613, 15.865124702453613, 15.865124702453613, 15.828847885131836, 15.865124702453613, 15.793086051940918, 15.793086051940918, 15.828847885131836, 15.828847885131836, 15.793086051940918, 15.793086051940918, 15.757137298583984, 15.757137298583984, 15.721698760986328, 15.757137298583984, 15.757137298583984, 15.757137298583984, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.757137298583984]"
17,"[15.757137298583984, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.686418533325195, 15.721698760986328, 15.721698760986328, 15.721698760986328, 15.615989685058594, 15.615989685058594, 15.65095329284668, 15.615989685058594, 15.65095329284668, 15.580842018127441, 15.546191215515137, 15.546191215515137, 15.546191215515137, 15.546191215515137, 15.546191215515137, 15.511693954467773, 15.546191215515137, 15.511693954467773, 15.546191215515137, 15.546191215515137, 15.546191215515137, 15.511693954467773, 15.442822456359863, 15.37455940246582, 15.442822456359863, 15.408448219299316, 15.47701358795166, 15.37455940246582, 15.408448219299316, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.340818405151367, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582]"
18,"[15.37455940246582, 15.37455940246582, 15.340818405151367, 15.37455940246582, 15.340818405151367, 15.37455940246582, 15.340818405151367, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.408448219299316, 15.408448219299316, 15.37455940246582, 15.408448219299316, 15.47701358795166, 15.511693954467773, 15.442822456359863, 15.47701358795166, 15.442822456359863, 15.47701358795166, 15.37455940246582, 15.47701358795166, 15.442822456359863, 15.37455940246582, 15.408448219299316, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.37455940246582, 15.340818405151367, 15.306897163391113, 15.239828109741211, 15.20667552947998, 15.20667552947998, 15.20667552947998, 15.20667552947998, 15.20667552947998, 15.20667552947998, 15.20667552947998, 15.107759475708008, 15.140480995178223, 15.107759475708008, 15.042417526245117, 15.074857711791992, 15.074857711791992, 15.074857711791992, 15.074857711791992, 15.074857711791992, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.074857711791992, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.074857711791992, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117]"
19,"[15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.074857711791992, 15.107759475708008, 15.107759475708008, 15.140480995178223, 15.140480995178223, 15.107759475708008, 15.140480995178223, 15.074857711791992, 15.173666954040527, 15.140480995178223, 15.140480995178223, 15.140480995178223, 15.107759475708008, 15.173666954040527, 15.107759475708008, 15.042417526245117, 15.074857711791992, 15.074857711791992, 15.074857711791992, 15.107759475708008, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.074857711791992, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.010117530822754, 15.042417526245117, 14.977643013000488, 15.042417526245117, 15.042417526245117, 14.9456205368042, 14.977643013000488, 14.9456205368042, 14.9456205368042, 14.881671905517578, 14.9456205368042, 14.881671905517578, 14.977643013000488, 14.881671905517578, 14.9456205368042, 14.881671905517578, 14.881671905517578, 14.9456205368042, 14.977643013000488, 14.913421630859375, 14.913421630859375, 14.913421630859375, 14.881671905517578, 14.913421630859375, 14.913421630859375, 14.881671905517578, 14.9456205368042, 14.9456205368042, 14.913421630859375, 14.881671905517578, 14.881671905517578, 14.881671905517578, 14.881671905517578, 14.881671905517578, 14.881671905517578, 14.881671905517578, 14.881671905517578]"
20,"[14.881671905517578, 14.850057601928711, 14.818270683288574, 14.850057601928711, 14.75540542602539, 14.75540542602539, 14.75540542602539, 14.724325180053711, 14.724325180053711, 14.693374633789062, 14.662254333496094, 14.662254333496094, 14.662254333496094, 14.600703239440918, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.539963722229004, 14.509489059448242, 14.479434967041016, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.419405937194824, 14.389723777770996, 14.389723777770996, 14.389723777770996, 14.330435752868652, 14.419405937194824, 14.359874725341797, 14.300830841064453, 14.271634101867676, 14.300830841064453, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.271634101867676, 14.242555618286133, 14.242555618286133, 14.213314056396484, 14.271634101867676, 14.15546703338623, 14.213314056396484, 14.126859664916992, 14.126859664916992, 14.126859664916992, 14.126859664916992, 14.126859664916992, 14.126859664916992, 14.126859664916992, 14.098367691040039, 14.098367691040039, 14.098367691040039, 14.013029098510742, 14.041452407836914, 14.013029098510742, 14.041452407836914, 14.069714546203613, 13.984994888305664, 14.013029098510742, 13.984994888305664, 14.041452407836914, 14.013029098510742, 14.013029098510742, 13.984994888305664, 14.013029098510742, 14.013029098510742, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664]"
21,"[13.984994888305664, 13.984994888305664, 13.984994888305664, 13.957072257995605, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.957072257995605, 13.984994888305664, 13.957072257995605, 13.928988456726074, 13.901288032531738, 13.873428344726562, 13.845949172973633, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.791048049926758, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.818578720092773, 13.818578720092773, 13.845949172973633, 13.818578720092773, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.818578720092773, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633]"
22,"[13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.873428344726562, 13.928988456726074, 13.984994888305664, 13.957072257995605, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 14.069714546203613, 13.984994888305664, 14.069714546203613, 14.098367691040039, 14.098367691040039, 14.069714546203613, 14.098367691040039, 14.126859664916992, 14.126859664916992, 14.098367691040039, 14.126859664916992, 14.098367691040039, 14.069714546203613, 14.041452407836914, 14.013029098510742, 14.041452407836914, 14.098367691040039, 13.984994888305664, 14.041452407836914, 14.013029098510742, 14.013029098510742, 14.041452407836914, 14.013029098510742, 13.984994888305664, 14.013029098510742, 13.984994888305664, 13.984994888305664, 13.984994888305664, 14.013029098510742, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.984994888305664, 13.928988456726074, 13.957072257995605, 13.957072257995605, 13.984994888305664, 13.901288032531738, 13.957072257995605, 13.901288032531738, 13.845949172973633, 13.928988456726074, 13.928988456726074, 13.901288032531738]"
23,"[13.957072257995605, 13.928988456726074, 13.873428344726562, 13.873428344726562, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.845949172973633, 13.873428344726562, 13.901288032531738, 13.957072257995605, 13.901288032531738, 13.928988456726074, 13.984994888305664, 13.984994888305664, 14.041452407836914, 14.126859664916992, 14.213314056396484, 14.300830841064453, 14.419405937194824, 14.539963722229004, 14.600703239440918, 14.600703239440918, 14.693374633789062, 14.724325180053711, 14.724325180053711, 14.724325180053711, 14.724325180053711, 14.693374633789062, 14.693374633789062, 14.693374633789062, 14.693374633789062, 14.570270538330078, 14.662254333496094, 14.693374633789062, 14.724325180053711, 14.662254333496094, 14.63156509399414, 14.600703239440918, 14.570270538330078, 14.449211120605469, 14.419405937194824, 14.419405937194824, 14.389723777770996, 14.300830841064453, 14.271634101867676, 14.126859664916992, 14.098367691040039, 14.069714546203613, 13.984994888305664, 13.928988456726074, 13.873428344726562, 13.873428344726562, 13.957072257995605, 13.984994888305664, 13.984994888305664, 14.013029098510742, 14.069714546203613, 14.041452407836914, 14.098367691040039, 14.098367691040039, 14.098367691040039, 14.126859664916992, 14.126859664916992, 14.213314056396484, 14.271634101867676, 14.271634101867676, 14.389723777770996, 14.419405937194824, 14.419405937194824]"
24,"[14.449211120605469, 14.509489059448242, 14.570270538330078, 14.570270538330078, 14.539963722229004, 14.570270538330078, 14.570270538330078, 14.600703239440918, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.570270538330078, 14.600703239440918, 14.63156509399414, 14.63156509399414, 14.63156509399414, 14.693374633789062, 14.724325180053711, 14.724325180053711, 14.600703239440918, 14.662254333496094, 14.693374633789062, 14.724325180053711, 14.724325180053711, 14.75540542602539, 14.786925315856934, 14.818270683288574, 14.850057601928711, 14.881671905517578, 14.881671905517578, 14.913421630859375, 14.881671905517578, 14.913421630859375, 14.881671905517578, 14.913421630859375, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.074857711791992, 15.173666954040527, 15.20667552947998, 15.20667552947998, 15.20667552947998, 15.20667552947998, 15.239828109741211, 15.239828109741211, 15.239828109741211, 15.20667552947998, 15.20667552947998, 15.173666954040527, 15.140480995178223, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.010117530822754, 14.9456205368042, 14.913421630859375, 14.881671905517578, 14.881671905517578, 14.881671905517578, 14.881671905517578, 14.913421630859375, 15.010117530822754, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.042417526245117, 15.173666954040527, 15.20667552947998, 15.20667552947998, 15.20667552947998, 15.20667552947998, 15.340818405151367]"
