LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1713788209.781713,336135.000,53533,2,RD,1,100,TL
1713788212.346745,338700.000,53533,2,RD,1,100,TU
1713788214.900778,341254.000,54364,2,RD,1,100,TL
1713788217.454811,343808.000,54364,2,RD,1,100,TU
1713788220.014844,346368.000,55201,2,RD,1,100,TL
1713788222.574877,348928.000,55201,2,RD,1,100,TU
1713788225.132910,351486.000,56043,2,RD,1,100,TL
1713788227.690943,354044.000,56043,2,RD,1,100,TU
1713788230.251975,356605.000,56888,2,RD,1,100,TL
1713788232.813008,359166.000,56888,2,RD,1,100,TU
1713788235.376541,361729.500,57736,2,RD,1,100,TL
1713788237.940074,364293.000,57736,2,RD,1,100,TU
1713788240.496107,366849.000,58570,2,RD,1,100,TL
1713788243.052140,369405.000,58570,2,RD,1,100,TU
1713788245.611672,371964.500,59405,2,RD,1,100,TL
1713788248.171205,374524.000,59405,2,RD,1,100,TU
1713788250.731238,377084.000,60253,2,RD,1,100,TL
1713788253.291271,379644.000,60253,2,RD,1,100,TU
1713788255.844804,382197.500,61088,2,RD,1,100,TL
1713788258.398336,384751.000,61088,2,RD,1,100,TU
1713788260.959369,387312.000,61919,2,RD,1,100,TL
1713788263.520402,389873.000,61919,2,RD,1,100,TU
1713788266.081435,392434.000,62760,2,RD,1,100,TL
1713788268.642468,394995.000,62760,2,RD,1,100,TU
1713788271.215001,397567.500,63581,2,RD,1,100,TL
1713788273.787534,400140.000,63581,2,RD,1,100,TU
1713788276.351567,402704.000,64423,2,RD,1,100,TL
1713788278.915600,405268.000,64423,2,RD,1,100,TU
1713788281.472132,407824.500,65269,2,RD,1,100,TL
1713788284.028665,410381.000,65269,2,RD,1,100,TU
1713788286.588198,412940.500,572,2,RD,1,100,TL
1713788289.147731,415500.000,572,2,RD,1,100,TU
1713788291.701764,418054.000,1412,2,RD,1,100,TL
1713788294.255796,420608.000,1412,2,RD,1,100,TU
1713788296.822329,423174.500,2262,2,RD,1,100,TL
1713788299.388862,425741.000,2262,2,RD,1,100,TU
1713788301.943895,428296.000,3106,2,RD,1,100,TL
1713788304.498928,430851.000,3106,2,RD,1,100,TU
1713788307.053461,433405.500,3945,2,RD,1,100,TL
1713788309.607993,435960.000,3945,2,RD,1,100,TU
1713788312.162026,438514.000,4786,2,RD,1,100,TL
1713788314.716059,441068.000,4786,2,RD,1,100,TU
1713788317.277592,443629.500,5651,2,RD,1,100,TL
1713788319.839125,446191.000,5651,2,RD,1,100,TU
1713788322.394657,448746.500,6489,2,RD,1,100,TL
1713788324.950190,451302.000,6489,2,RD,1,100,TU
