LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1716209442.424925,455189,7467,1,SR,1,100,0.133333
1716209442.958931,455723,7568,1,SR,1,100,0.200000
1716209443.290935,456055,7602,1,SR,1,100,0.066667
1716209443.491937,456256,7687,1,SR,1,100,0.333333
1716209444.224946,456989,7754,1,SR,1,100,0.066667
1716209444.557950,457322,7826,1,SR,1,100,0.066667
1716209445.757963,458522,8041,1,SR,1,100,0.266667
1716209446.157968,458922,8095,1,SR,1,100,0.133333
1716209446.690974,459455,8178,1,SR,1,100,0.133333
1716209446.957978,459722,8213,1,SR,1,100,0.066667
1716209447.157980,459922,8280,1,SR,1,100,0.200000
1716209447.757987,460522,8482,1,SR,1,100,0.866667
1716209448.891000,461655,8534,1,SR,1,100,0.066667
1716209449.424006,462188,8666,1,SR,1,100,0.266667
1716209450.091014,462855,8756,1,SR,1,100,0.133333
1716209450.358017,463122,8839,1,SR,1,100,0.400000
1716209451.024025,463788,8926,1,SR,1,100,0.266667
1716209451.691033,464455,9009,1,SR,1,100,0.066667
1716209452.024037,464788,9108,1,SR,1,100,0.333333
1716209453.557055,466321,9359,1,SR,1,100,0.333333
1716209454.024060,466788,9392,1,SR,1,100,0.066667
1716209454.490066,467254,9460,1,SR,1,100,0.066667
1716209454.824069,467588,9532,1,SR,1,100,0.133333
1716209455.624079,468388,9666,1,SR,1,100,0.133333
1716209456.024083,468788,9750,1,SR,1,100,0.266667
1716209456.557090,469321,9817,1,SR,1,100,0.133333
1716209457.091096,469855,9902,1,SR,1,100,0.066667
1716209457.290098,470054,9937,1,SR,1,100,0.066667
1716209457.624102,470388,10036,1,SR,1,100,0.400000
1716209458.157108,470921,10072,1,SR,1,100,0.066667
1716209458.890117,471654,10208,1,SR,1,100,0.133333
1716209459.423123,472187,10323,1,SR,1,100,0.266667
1716209459.957129,472721,10415,1,SR,1,100,0.266667
1716209460.490136,473254,10498,1,SR,1,100,0.200000
1716209460.957141,473721,10566,1,SR,1,100,0.200000
1716209461.290145,474054,10616,1,SR,1,100,0.133333
1716209461.690150,474454,10668,1,SR,1,100,0.066667
1716209462.023154,474787,10751,1,SR,1,100,0.266667
1716209462.556160,475320,10818,1,SR,1,100,0.133333
1716209463.090166,475854,10952,1,SR,1,100,0.400000
1716209464.556183,477320,11173,1,SR,1,100,0.266667
1716209466.289203,479053,11427,1,SR,1,100,0.133333
1716209467.356216,480120,11610,1,SR,1,100,0.200000
1716209468.756232,481520,11828,1,SR,1,100,0.066667
1716209468.956234,481720,11912,1,SR,1,100,0.400000
1716209469.822245,482586,11994,1,SR,1,100,0.066667
1716209470.222249,482986,12099,1,SR,1,100,0.266667
1716209470.956258,483720,12183,1,SR,1,100,0.066667
1716209477.621336,490385,13279,1,SR,1,100,0.133333
1716209484.554417,497318,14447,1,SR,1,100,0.266667
1716209484.954421,497718,14482,1,SR,1,100,0.133333
1716209486.287437,499051,14703,1,SR,1,100,0.133333
1716209486.687442,499451,14771,1,SR,1,100,0.133333
1716209486.954445,499718,14821,1,SR,1,100,0.133333
1716209487.420450,500184,14921,1,SR,1,100,0.266667
1716209491.287495,504051,15528,1,SR,1,100,0.133333
1716209491.553499,504317,15595,1,SR,1,100,0.200000
1716209494.953538,507717,16131,1,SR,1,100,0.133333
1716209495.686547,508450,16250,1,SR,1,100,0.066667
1716209495.886549,508650,16289,1,SR,1,100,0.066667
1716209496.086551,508850,16325,1,SR,1,100,0.066667
1716209496.820560,509584,16443,1,SR,1,100,0.133333
1716209497.219565,509983,16510,1,SR,1,100,0.066667
1716209498.153576,510917,16694,1,SR,1,100,0.266667
1716209498.686582,511450,16747,1,SR,1,100,0.066667
1716209499.020586,511784,16831,1,SR,1,100,0.266667
1716209499.553592,512317,16884,1,SR,1,100,0.066667
1716209499.886596,512650,16951,1,SR,1,100,0.133333
1716209501.219611,513983,17170,1,SR,1,100,0.133333
1716209501.619616,514383,17239,1,SR,1,100,0.066667
1716209501.819618,514583,17292,1,SR,1,100,0.200000
1716209502.153622,514917,17326,1,SR,1,100,0.066667
1716209504.152646,516916,17676,1,SR,1,100,0.200000
1716209504.752653,517516,17744,1,SR,1,100,0.066667
1716209504.952655,517716,17779,1,SR,1,100,0.066667
1716209506.419672,519183,18066,1,SR,1,100,0.333333
1716209508.286694,521050,18348,1,SR,1,100,0.200000
1716209509.018703,521782,18468,1,SR,1,100,0.133333
1716209509.552709,522316,18551,1,SR,1,100,0.066667
1716209509.751711,522515,18586,1,SR,1,100,0.066667
1716209509.951713,522715,18638,1,SR,1,100,0.200000
1716209510.485720,523249,18705,1,SR,1,100,0.066667
1716209510.685722,523449,18755,1,SR,1,100,0.200000
1716209511.019726,523783,18811,1,SR,1,100,0.133333
1716209512.285741,525049,19014,1,SR,1,100,0.133333
1716209512.818747,525582,19096,1,SR,1,100,0.066667
1716209513.752758,526516,19281,1,SR,1,100,0.266667
1716209515.085773,527849,19481,1,SR,1,100,0.133333
1716209515.351777,528115,19564,1,SR,1,100,0.400000
1716209516.018784,528782,19615,1,SR,1,100,0.066667
1716209516.684792,529448,19736,1,SR,1,100,0.133333
1716209516.951795,529715,19771,1,SR,1,100,0.066667
1716209517.351800,530115,19858,1,SR,1,100,0.133333
1716209517.884806,530648,19973,1,SR,1,100,0.333333
1716209518.484813,531248,20040,1,SR,1,100,0.066667
1716209518.684815,531448,20059,1,SR,1,100,0.066667
1716209519.017819,531781,20129,1,SR,1,100,0.133333
1716209519.284822,532048,20162,1,SR,1,100,0.066667
1716209519.551826,532315,20231,1,SR,1,100,0.200000
1716209520.017831,532781,20332,1,SR,1,100,0.266667
1716209521.550849,534314,20553,1,SR,1,100,0.133333
1716209522.750863,535514,20768,1,SR,1,100,0.200000
1716209523.417871,536181,20852,1,SR,1,100,0.066667
1716209523.617873,536381,20887,1,SR,1,100,0.066667
1716209523.817875,536581,20941,1,SR,1,100,0.133333
1716209524.217880,536981,21008,1,SR,1,100,0.200000
1716209524.551884,537315,21059,1,SR,1,100,0.133333
1716209525.617896,538381,21289,1,SR,1,100,0.466667
1716209526.484907,539248,21412,1,SR,1,100,0.333333
1716209528.683932,541447,21730,1,SR,1,100,0.133333
1716209529.483942,542247,21897,1,SR,1,100,0.400000
1716209530.683956,543447,22078,1,SR,1,100,0.266667
1716209531.083960,543847,22112,1,SR,1,100,0.066667
1716209531.283963,544047,22147,1,SR,1,100,0.133333
1716209532.750980,545514,22401,1,SR,1,100,0.133333
1716209533.283986,546047,22484,1,SR,1,100,0.133333
1716209533.550989,546314,22571,1,SR,1,100,0.333333
1716209534.416999,547180,22673,1,SR,1,100,0.066667
1716209535.217009,547980,22821,1,SR,1,100,0.266667
1716209535.750015,548513,22888,1,SR,1,100,0.066667
1716209535.950017,548713,22923,1,SR,1,100,0.066667
1716209536.150019,548913,22990,1,SR,1,100,0.266667
1716209536.550024,549313,23025,1,SR,1,100,0.133333
1716209536.950029,549713,23114,1,SR,1,100,0.200000
1716209537.283033,550046,23149,1,SR,1,100,0.133333
1716209537.550036,550313,23183,1,SR,1,100,0.066667
1716209538.083042,550846,23284,1,SR,1,100,0.066667
1716209538.283044,551046,23334,1,SR,1,100,0.266667
1716209538.683049,551446,23391,1,SR,1,100,0.133333
1716209539.216055,551979,23489,1,SR,1,100,0.200000
1716209539.816062,552579,23573,1,SR,1,100,0.066667
1716209540.016065,552779,23607,1,SR,1,100,0.133333
1716209540.416069,553179,23678,1,SR,1,100,0.133333
1716209541.149078,553912,23830,1,SR,1,100,0.333333
1716209542.016088,554779,23937,1,SR,1,100,0.066667
1716209542.216090,554979,24023,1,SR,1,100,0.333333
1716209542.816097,555579,24107,1,SR,1,100,0.266667
1716209543.349104,556112,24157,1,SR,1,100,0.066667
1716209543.682107,556445,24227,1,SR,1,100,0.133333
1716209543.949111,556712,24260,1,SR,1,100,0.066667
1716209544.149113,556912,24363,1,SR,1,100,0.466667
1716209544.749120,557512,24400,1,SR,1,100,0.066667
1716209545.082124,557845,24452,1,SR,1,100,0.066667
1716209545.416128,558179,24552,1,SR,1,100,0.333333
1716209545.882133,558645,24588,1,SR,1,100,0.066667
1716209546.215137,558978,24655,1,SR,1,100,0.066667
1716209547.349150,560112,24842,1,SR,1,100,0.066667
1716209547.949157,560712,24943,1,SR,1,100,0.133333
1716209548.349162,561112,25010,1,SR,1,100,0.066667
1716209548.815167,561578,25080,1,SR,1,100,0.066667
1716209549.283173,562046,25198,1,SR,1,100,0.266667
1716209550.616189,563379,25412,1,SR,1,100,0.266667
1716209551.016193,563779,25447,1,SR,1,100,0.066667
1716209551.548199,564311,25531,1,SR,1,100,0.066667
1716209554.149230,566912,26016,1,SR,1,100,0.400000
1716209555.082241,567845,26184,1,SR,1,100,0.466667
1716209555.682248,568445,26268,1,SR,1,100,0.333333
1716209556.148253,568911,26287,1,SR,1,100,0.066667
1716209556.481257,569244,26354,1,SR,1,100,0.066667
1716209556.681259,569444,26388,1,SR,1,100,0.133333
1716209556.948262,569711,26455,1,SR,1,100,0.200000
1716209557.681271,570444,26562,1,SR,1,100,0.066667
1716209557.881273,570644,26613,1,SR,1,100,0.200000
1716209558.214277,570977,26649,1,SR,1,100,0.133333
1716209558.614282,571377,26735,1,SR,1,100,0.200000
1716209558.948286,571711,26768,1,SR,1,100,0.066667
1716209559.481292,572244,26920,1,SR,1,100,0.400000
