LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1716209197.146423,209913.364,32645,11,PI,1,100,138000
1716209197.156150,209923.091,32645,11,PI,1,100,138049
1716209197.165878,209932.818,32645,11,PI,1,100,138034
1716209197.175605,209942.545,32645,11,PI,1,100,137997
1716209197.185332,209952.273,32645,11,PI,1,100,137998
1716209197.195060,209962.000,32645,11,PI,1,100,138018
1716209197.205393,209972.333,32661,9,PI,1,100,137999
1716209197.215727,209982.667,32661,9,PI,1,100,137978
1716209197.226060,209993.000,32661,9,PI,1,100,137998
1716209197.236393,210003.333,32661,9,PI,1,100,137965
1716209197.246727,210013.667,32661,9,PI,1,100,137952
1716209197.257061,210024.000,32661,9,PI,1,100,137978
1716209197.267394,210034.333,32661,9,PI,1,100,137928
1716209197.277727,210044.667,32661,9,PI,1,100,137937
1716209197.288061,210055.000,32661,9,PI,1,100,137924
1716209197.297788,210064.727,32678,11,PI,1,100,137938
1716209197.307516,210074.455,32678,11,PI,1,100,137985
1716209197.317243,210084.182,32678,11,PI,1,100,137937
1716209197.326970,210093.909,32678,11,PI,1,100,137977
1716209197.336698,210103.636,32678,11,PI,1,100,137975
1716209197.346425,210113.364,32678,11,PI,1,100,137998
1716209197.356153,210123.091,32678,11,PI,1,100,137986
1716209197.365880,210132.818,32678,11,PI,1,100,138016
1716209197.375607,210142.545,32678,11,PI,1,100,138049
1716209197.385335,210152.273,32678,11,PI,1,100,138022
1716209197.395062,210162.000,32678,11,PI,1,100,138054
1716209197.405662,210172.600,32694,10,PI,1,100,138086
1716209197.416262,210183.200,32694,10,PI,1,100,138078
1716209197.426862,210193.800,32694,10,PI,1,100,138075
1716209197.437463,210204.400,32694,10,PI,1,100,138132
1716209197.448063,210215.000,32694,10,PI,1,100,138108
1716209197.458663,210225.600,32694,10,PI,1,100,138154
1716209197.469263,210236.200,32694,10,PI,1,100,138127
1716209197.479863,210246.800,32694,10,PI,1,100,138138
1716209197.490463,210257.400,32694,10,PI,1,100,138154
1716209197.501063,210268.000,32694,10,PI,1,100,138160
1716209197.511397,210278.333,32712,9,PI,1,100,138125
