LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1713788089.583171,215938.000,33449,1,TL,1,100,2024-04-22_15-14-49-576824
1713788094.678236,221033.000,34280,1,TL,1,100,2024-04-22_15-14-49-712870
1713788094.689236,221044.000,34283,1,TL,1,100,2024-04-22_15-14-54-682865
1713788099.798302,226153.000,35117,1,TL,1,100,2024-04-22_15-14-54-809576
1713788099.810302,226165.000,35120,1,TL,1,100,2024-04-22_15-14-59-804653
1713788104.905367,231260.000,35935,1,TL,1,100,2024-04-22_15-14-59-938400
1713788104.917367,231272.000,35938,1,TL,1,100,2024-04-22_15-15-04-912890
1713788110.018433,236373.000,36775,1,TL,1,100,2024-04-22_15-15-05-042883
1713788110.030433,236385.000,36778,1,TL,1,100,2024-04-22_15-15-10-027128
1713788115.146498,241501.000,37623,1,TL,1,100,2024-04-22_15-15-10-153118
1713788115.156499,241511.000,37626,1,TL,1,100,2024-04-22_15-15-15-152795
1713788120.257564,246612.000,38462,1,TL,1,100,2024-04-22_15-15-15-286030
1713788120.270564,246625.000,38465,1,TL,1,100,2024-04-22_15-15-20-266390
1713788125.381630,251736.000,39298,1,TL,1,100,2024-04-22_15-15-20-396456
1713788125.396630,251751.000,39301,1,TL,1,100,2024-04-22_15-15-25-393016
1713788130.494695,256849.000,40139,1,TL,1,100,2024-04-22_15-15-25-525118
1713788130.506696,256861.000,40142,1,TL,1,100,2024-04-22_15-15-30-502883
1713788135.602761,261957.000,40963,1,TL,1,100,2024-04-22_15-15-30-630860
1713788135.614761,261969.000,40966,1,TL,1,100,2024-04-22_15-15-35-610935
1713788140.713827,267068.000,41801,1,TL,1,100,2024-04-22_15-15-35-739038
1713788140.726827,267081.000,41804,1,TL,1,100,2024-04-22_15-15-40-722601
1713788145.823892,272178.000,42636,1,TL,1,100,2024-04-22_15-15-40-847704
1713788145.834892,272189.000,42639,1,TL,1,100,2024-04-22_15-15-45-829226
1713788150.938958,277293.000,43467,1,TL,1,100,2024-04-22_15-15-45-956899
1713788150.953958,277308.000,43470,1,TL,1,100,2024-04-22_15-15-50-948579
1713788156.047023,282401.000,44307,1,TL,1,100,2024-04-22_15-15-51-074467
1713788156.060023,282414.000,44310,1,TL,1,100,2024-04-22_15-15-56-056084
1713788161.168089,287522.000,45162,1,TL,1,100,2024-04-22_15-15-56-196191
1713788161.179089,287533.000,45165,1,TL,1,100,2024-04-22_15-16-01-175280
1713788166.284155,292638.000,46010,1,TL,1,100,2024-04-22_15-16-01-301755
1713788166.293155,292647.000,46013,1,TL,1,100,2024-04-22_15-16-06-289268
1713788171.391220,297745.000,46829,1,TL,1,100,2024-04-22_15-16-06-416285
1713788171.404220,297758.000,46832,1,TL,1,100,2024-04-22_15-16-11-398125
1713788176.505286,302859.000,47669,1,TL,1,100,2024-04-22_15-16-11-533202
1713788176.517286,302871.000,47672,1,TL,1,100,2024-04-22_15-16-16-513611
1713788181.629351,307983.000,48507,1,TL,1,100,2024-04-22_15-16-16-648626
1713788181.637352,307991.000,48510,1,TL,1,100,2024-04-22_15-16-21-633940
1713788186.749417,313103.000,49346,1,TL,1,100,2024-04-22_15-16-21-761250
1713788186.762417,313116.000,49349,1,TL,1,100,2024-04-22_15-16-26-755246
1713788191.861483,318215.000,50181,1,TL,1,100,2024-04-22_15-16-26-888155
1713788191.871483,318225.000,50184,1,TL,1,100,2024-04-22_15-16-31-867194
1713788196.992548,323346.000,51017,1,TL,1,100,2024-04-22_15-16-31-996923
1713788197.002549,323356.000,51020,1,TL,1,100,2024-04-22_15-16-36-997245
1713788202.107614,328461.000,51859,1,TL,1,100,2024-04-22_15-16-37-131466
1713788202.115614,328469.000,51862,1,TL,1,100,2024-04-22_15-16-42-112379
1713788207.214680,333568.000,52692,1,TL,1,100,2024-04-22_15-16-42-249518
1713788207.227680,333581.000,52695,1,TL,1,100,2024-04-22_15-16-47-222700
1713788212.342746,338696.000,53531,1,TL,1,100,2024-04-22_15-16-47-345779
1713788212.354746,338708.000,53534,1,TL,1,100,2024-04-22_15-16-52-351151
1713788217.452811,343806.000,54362,1,TL,1,100,2024-04-22_15-16-52-477246
1713788217.465811,343819.000,54365,1,TL,1,100,2024-04-22_15-16-57-459400
1713788222.572877,348926.000,55199,1,TL,1,100,2024-04-22_15-16-57-589641
1713788222.584877,348938.000,55202,1,TL,1,100,2024-04-22_15-17-02-578615
1713788227.686942,354040.000,56041,1,TL,1,100,2024-04-22_15-17-02-711682
1713788227.698942,354052.000,56044,1,TL,1,100,2024-04-22_15-17-07-695214
1713788232.808008,359161.000,56886,1,TL,1,100,2024-04-22_15-17-07-822439
1713788232.820008,359173.000,56889,1,TL,1,100,2024-04-22_15-17-12-816287
1713788237.938074,364291.000,57734,1,TL,1,100,2024-04-22_15-17-12-945457
1713788237.959074,364312.000,57737,1,TL,1,100,2024-04-22_15-17-17-950842
1713788243.046139,369399.000,58568,1,TL,1,100,2024-04-22_15-17-18-075898
1713788243.060140,369413.000,58571,1,TL,1,100,2024-04-22_15-17-23-056131
1713788248.169205,374522.000,59403,1,TL,1,100,2024-04-22_15-17-23-183629
1713788248.179205,374532.000,59406,1,TL,1,100,2024-04-22_15-17-28-175221
1713788253.290271,379643.000,60251,1,TL,1,100,2024-04-22_15-17-28-308260
1713788253.298271,379651.000,60254,1,TL,1,100,2024-04-22_15-17-33-294771
1713788258.397336,384750.000,61086,1,TL,1,100,2024-04-22_15-17-33-427795
1713788258.410336,384763.000,61089,1,TL,1,100,2024-04-22_15-17-38-403041
1713788263.518402,389871.000,61917,1,TL,1,100,2024-04-22_15-17-38-535703
1713788263.529402,389882.000,61920,1,TL,1,100,2024-04-22_15-17-43-524038
1713788268.640468,394993.000,62758,1,TL,1,100,2024-04-22_15-17-43-658949
1713788268.650468,395003.000,62761,1,TL,1,100,2024-04-22_15-17-48-646780
1713788273.785534,400138.000,63579,1,TL,1,100,2024-04-22_15-17-48-773805
1713788273.796534,400149.000,63582,1,TL,1,100,2024-04-22_15-17-53-792543
1713788278.909600,405262.000,64421,1,TL,1,100,2024-04-22_15-17-53-930603
1713788278.922600,405275.000,64424,1,TL,1,100,2024-04-22_15-17-58-918516
1713788284.026665,410379.000,65267,1,TL,1,100,2024-04-22_15-17-59-048359
1713788284.035665,410388.000,65270,1,TL,1,100,2024-04-22_15-18-04-031933
1713788289.145731,415498.000,570,1,TL,1,100,2024-04-22_15-18-04-163947
1713788289.154731,415507.000,573,1,TL,1,100,2024-04-22_15-18-09-151081
1713788294.253796,420606.000,1410,1,TL,1,100,2024-04-22_15-18-09-226740
1713788294.272797,420625.000,1413,1,TL,1,100,2024-04-22_15-18-14-267009
1713788299.386862,425739.000,2260,1,TL,1,100,2024-04-22_15-18-14-299068
1713788299.399862,425752.000,2263,1,TL,1,100,2024-04-22_15-18-19-395241
1713788304.494928,430847.000,3104,1,TL,1,100,2024-04-22_15-18-19-476328
1713788304.507928,430860.000,3107,1,TL,1,100,2024-04-22_15-18-24-504357
1713788309.605993,435958.000,3943,1,TL,1,100,2024-04-22_15-18-24-547363
1713788309.617994,435970.000,3946,1,TL,1,100,2024-04-22_15-18-29-613551
1713788314.714059,441066.000,4784,1,TL,1,100,2024-04-22_15-18-29-681580
1713788314.725059,441077.000,4787,1,TL,1,100,2024-04-22_15-18-34-719940
1713788319.838125,446190.000,5649,1,TL,1,100,2024-04-22_15-18-34-755889
1713788319.848125,446200.000,5652,1,TL,1,100,2024-04-22_15-18-39-843564
1713788324.945190,451297.000,6487,1,TL,1,100,2024-04-22_15-18-39-931438
1713788324.958190,451310.000,6490,1,TL,1,100,2024-04-22_15-18-44-954683
