LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1713788013.070189,139426.000,20897,3,PI,1,100,151552
1713788013.110189,139466.000,20897,3,PI,1,100,151576
1713788013.150190,139506.000,20897,3,PI,1,100,151581
1713788013.190191,139546.000,20914,2,PI,1,100,151574
1713788013.230191,139586.000,20914,2,PI,1,100,151564
1713788013.270191,139626.000,20931,3,PI,1,100,151560
1713788013.310192,139666.000,20931,3,PI,1,100,151542
1713788013.350193,139706.000,20931,3,PI,1,100,151542
1713788013.390193,139746.000,20945,2,PI,1,100,151544
1713788013.430194,139786.000,20945,2,PI,1,100,151543
1713788013.470194,139826.000,20962,3,PI,1,100,151543
1713788013.510195,139866.000,20962,3,PI,1,100,151555
1713788013.550195,139906.000,20962,3,PI,1,100,151542
1713788013.590196,139946.000,20981,2,PI,1,100,151549
1713788013.630196,139986.000,20981,2,PI,1,100,151542
1713788013.670197,140026.000,20998,3,PI,1,100,151547
1713788013.710197,140066.000,20998,3,PI,1,100,151535
1713788013.750198,140106.000,20998,3,PI,1,100,151547
1713788013.790198,140146.000,21012,3,PI,1,100,151561
1713788013.830199,140186.000,21012,3,PI,1,100,151568
1713788013.870199,140226.000,21012,3,PI,1,100,151578
1713788013.910200,140266.000,21030,2,PI,1,100,151588
1713788013.950200,140306.000,21030,2,PI,1,100,151585
1713788013.990201,140346.000,21046,3,PI,1,100,151566
1713788014.030201,140386.000,21046,3,PI,1,100,151594
1713788014.070202,140426.000,21046,3,PI,1,100,151592
1713788014.110202,140466.000,21063,2,PI,1,100,151582
1713788014.150203,140506.000,21063,2,PI,1,100,151558
1713788014.190203,140546.000,21078,3,PI,1,100,151547
1713788014.230204,140586.000,21078,3,PI,1,100,151547
1713788014.270204,140626.000,21078,3,PI,1,100,151538
1713788014.310205,140666.000,21095,2,PI,1,100,151560
1713788014.350205,140706.000,21095,2,PI,1,100,151557
1713788014.390206,140746.000,21111,3,PI,1,100,151529
