LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1713788201.972612,328326,51882,1,SA,1,100,0.000361
1713788202.371618,328725,51915,1,SA,1,100,0.000098
1713788202.571620,328925,51983,1,SA,1,100,0.000279
1713788205.304655,331658,52403,1,SA,1,100,0.000094
1713788205.571659,331925,52489,1,SA,1,100,0.000224
1713788206.038665,332392,52572,1,SA,1,100,0.000277
1713788206.638672,332992,52623,1,SA,1,100,0.000068
1713788206.838675,333192,52657,1,SA,1,100,0.000205
1713788207.371682,333725,52915,1,SA,1,100,0.001785
1713788208.704699,335058,52982,1,SA,1,100,0.000269
1713788209.037703,335391,53198,1,SA,1,100,0.010693
1713788217.571813,343925,54485,1,SA,1,100,0.000786
1713788218.436824,344790,54603,1,SA,1,100,0.000463
1713788218.970830,345324,54736,1,SA,1,100,0.000917
1713788219.770841,346124,54771,1,SA,1,100,0.000175
1713788223.903894,350257,55437,1,SA,1,100,0.000099
1713788224.303899,350657,55506,1,SA,1,100,0.000209
1713788225.102909,351456,55674,1,SA,1,100,0.000237
1713788225.569915,351923,55807,1,SA,1,100,0.000711
1713788226.902932,353256,55922,1,SA,1,100,0.000140
1713788228.036947,354390,56128,1,SA,1,100,0.000034
1713788228.836957,355190,56263,1,SA,1,100,0.000051
1713788229.102961,355456,56462,1,SA,1,100,0.000996
1713788230.302976,356656,56498,1,SA,1,100,0.000160
1713788231.502991,357856,56682,1,SA,1,100,0.000057
1713788231.702994,358056,56731,1,SA,1,100,0.000103
1713788232.236001,358589,56818,1,SA,1,100,0.000109
1713788232.436003,358789,56868,1,SA,1,100,0.000184
1713788232.837008,359190,56909,1,SA,1,100,0.000138
1713788233.169013,359522,56960,1,SA,1,100,0.000138
1713788233.369015,359722,57096,1,SA,1,100,0.000736
1713788234.170026,360523,57163,1,SA,1,100,0.000315
1713788234.702032,361055,57213,1,SA,1,100,0.000076
1713788235.170038,361523,57315,1,SA,1,100,0.000141
1713788235.570044,361923,57369,1,SA,1,100,0.000041
1713788236.703058,363056,57717,1,SA,1,100,0.001480
1713788239.236090,365589,58007,1,SA,1,100,0.000746
1713788239.702096,366055,58024,1,SA,1,100,0.000151
1713788240.035101,366388,58091,1,SA,1,100,0.000188
1713788240.302104,366655,58163,1,SA,1,100,0.000352
1713788240.702109,367055,58215,1,SA,1,100,0.000165
1713788241.102114,367455,58267,1,SA,1,100,0.000098
1713788241.435119,367788,58400,1,SA,1,100,0.031269
1713788247.435196,373788,59351,1,SA,1,100,0.000359
1713788247.901202,374254,59386,1,SA,1,100,0.000133
1713788248.368208,374721,59493,1,SA,1,100,0.000446
1713788248.834214,375187,59531,1,SA,1,100,0.000133
1713788249.168218,375521,59663,1,SA,1,100,0.000723
1713788250.101230,376454,59783,1,SA,1,100,0.000484
1713788250.568236,376921,59819,1,SA,1,100,0.000103
1713788250.768239,377121,59854,1,SA,1,100,0.000167
1713788265.633429,391986,62423,1,SA,1,100,0.001740
1713788266.833445,393186,62492,1,SA,1,100,0.000261
1713788270.500492,396853,63096,1,SA,1,100,0.000189
1713788272.099512,398452,63394,1,SA,1,100,0.002071
1713788276.898574,403251,64101,1,SA,1,100,0.000100
1713788277.232578,403585,64168,1,SA,1,100,0.000192
1713788277.765585,404118,64269,1,SA,1,100,0.000217
1713788278.365592,404718,64372,1,SA,1,100,0.000243
1713788278.831599,405184,64446,1,SA,1,100,0.000134
1713788279.498607,405851,64547,1,SA,1,100,0.000101
1713788280.231616,406584,64681,1,SA,1,100,0.000287
1713788280.565621,406918,64748,1,SA,1,100,0.000253
1713788281.231629,407584,64832,1,SA,1,100,0.000034
1713788281.631634,407984,64901,1,SA,1,100,0.000102
1713788284.497671,410850,65475,1,SA,1,100,0.001277
1713788285.365682,411718,89,1,SA,1,100,0.001527
1713788286.431696,412784,157,1,SA,1,100,0.000307
1713788286.831701,413184,208,1,SA,1,100,0.000167
1713788287.031704,413384,241,1,SA,1,100,0.000229
1713788298.763854,425116,2265,1,SA,1,100,0.000731
1713788299.696866,426049,2333,1,SA,1,100,0.000224
1713788300.429876,426782,2469,1,SA,1,100,0.000126
1713788303.096910,429449,2967,1,SA,1,100,0.000661
1713788304.230924,430583,3109,1,SA,1,100,0.000100
1713788304.496928,430849,3144,1,SA,1,100,0.000136
1713788307.496966,433849,3642,1,SA,1,100,0.000064
1713788312.362029,438714,4463,1,SA,1,100,0.000587
1713788312.830035,439182,4515,1,SA,1,100,0.000276
1713788313.496043,439848,4614,1,SA,1,100,0.000175
1713788313.762047,440114,4669,1,SA,1,100,0.000166
1713788315.029063,441381,4921,1,SA,1,100,0.000780
1713788316.495082,442847,5106,1,SA,1,100,0.000112
1713788316.696084,443048,5158,1,SA,1,100,0.000112
1713788317.096089,443448,5259,1,SA,1,100,0.000478
1713788318.162103,444514,5394,1,SA,1,100,0.000085
1713788318.562108,444914,5462,1,SA,1,100,0.000057
1713788318.762111,445114,5496,1,SA,1,100,0.000160
1713788318.962113,445314,5532,1,SA,1,100,0.000189
1713788322.362157,448714,6252,1,SA,1,100,0.008779
1713788324.028178,450380,6387,1,SA,1,100,0.002537
