LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1716209209.437203,222204.000,34656,4,EM,1,100,PS
1716209209.487703,222254.500,34690,4,EM,1,100,RS
1716209209.538204,222305.000,34690,4,EM,1,100,RB
1716209209.588705,222355.500,34690,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209209.639205,222406.000,34690,4,EM,1,100,PS
1716209209.689456,222456.250,34721,4,EM,1,100,RS
1716209209.739706,222506.500,34721,4,EM,1,100,RB
1716209209.789957,222556.750,34721,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209209.840207,222607.000,34721,4,EM,1,100,PS
1716209209.890458,222657.250,34755,4,EM,1,100,RS
1716209209.940709,222707.500,34755,4,EM,1,100,RB
1716209209.990959,222757.750,34755,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209210.041210,222808.000,34755,4,EM,1,100,PS
1716209210.091460,222858.250,34788,4,EM,1,100,RS
1716209210.141711,222908.500,34788,4,EM,1,100,RB
1716209210.191962,222958.750,34788,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209210.242212,223009.000,34788,4,EM,1,100,PS
1716209210.292463,223059.250,34822,4,EM,1,100,RS
1716209210.342713,223109.500,34822,4,EM,1,100,RB
1716209210.392964,223159.750,34822,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209210.443214,223210.000,34822,4,EM,1,100,PS
1716209210.494465,223261.250,34854,4,EM,1,100,RS
1716209210.545716,223312.500,34854,4,EM,1,100,RB
1716209210.596966,223363.750,34854,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209210.648217,223415.000,34854,4,EM,1,100,PS
1716209210.698467,223465.250,34887,4,EM,1,100,RS
1716209210.748718,223515.500,34887,4,EM,1,100,RB
1716209210.798969,223565.750,34887,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209210.849219,223616.000,34887,4,EM,1,100,PS
1716209210.899470,223666.250,34919,4,EM,1,100,RS
1716209210.949720,223716.500,34919,4,EM,1,100,RB
1716209210.999971,223766.750,34919,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209211.050222,223817.000,34919,4,EM,1,100,PS
1716209211.101472,223868.250,34952,4,EM,1,100,RS
1716209211.152723,223919.500,34952,4,EM,1,100,RB
1716209211.203973,223970.750,34952,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209211.255224,224022.000,34952,4,EM,1,100,PS
1716209211.305475,224072.250,34987,4,EM,1,100,RS
1716209211.355725,224122.500,34987,4,EM,1,100,RB
1716209211.405976,224172.750,34987,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209211.456226,224223.000,34987,4,EM,1,100,PS
1716209211.507477,224274.250,35020,4,EM,1,100,RS
1716209211.558728,224325.500,35020,4,EM,1,100,RB
1716209211.609978,224376.750,35020,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209211.661229,224428.000,35020,4,EM,1,100,PS
1716209211.711979,224478.750,35053,4,EM,1,100,RS
1716209211.762730,224529.500,35053,4,EM,1,100,RB
1716209211.813480,224580.250,35053,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209211.864231,224631.000,35053,4,EM,1,100,PS
1716209211.914482,224681.250,35087,4,EM,1,100,RS
1716209211.964732,224731.500,35087,4,EM,1,100,RB
1716209212.014983,224781.750,35087,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209212.065233,224832.000,35087,4,EM,1,100,PS
1716209212.115484,224882.250,35121,4,EM,1,100,RS
1716209212.165735,224932.500,35121,4,EM,1,100,RB
1716209212.215985,224982.750,35121,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209212.266236,225033.000,35121,4,EM,1,100,PS
1716209212.316486,225083.250,35152,4,EM,1,100,RS
1716209212.366737,225133.500,35152,4,EM,1,100,RB
1716209212.416988,225183.750,35152,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209212.467238,225234.000,35152,4,EM,1,100,PS
1716209212.517489,225284.250,35186,4,EM,1,100,RS
1716209212.567739,225334.500,35186,4,EM,1,100,RB
1716209212.617990,225384.750,35186,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209212.668241,225435.000,35186,4,EM,1,100,PS
1716209212.718491,225485.250,35217,4,EM,1,100,RS
1716209212.768742,225535.500,35217,4,EM,1,100,RB
1716209212.818992,225585.750,35217,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209212.869243,225636.000,35217,4,EM,1,100,PS
1716209212.924243,225691.000,35251,4,EM,1,100,RS
1716209212.979244,225746.000,35251,4,EM,1,100,RB
1716209213.034245,225801.000,35251,4,EM,1,100,2024-05-20_15-46-34-532101.csv
