LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1716209444.224946,456989,7753,1,SA,1,100,0.000011
1716209444.557950,457322,7825,1,SA,1,100,0.000005
1716209445.757963,458522,8040,1,SA,1,100,0.000032
1716209446.157968,458922,8094,1,SA,1,100,0.000015
1716209446.690974,459455,8177,1,SA,1,100,0.000014
1716209446.957978,459722,8212,1,SA,1,100,0.000005
1716209447.157980,459922,8279,1,SA,1,100,0.000027
1716209447.757987,460522,8481,1,SA,1,100,0.000077
1716209448.891000,461655,8533,1,SA,1,100,0.000005
1716209449.424006,462188,8665,1,SA,1,100,0.000028
1716209450.091014,462855,8755,1,SA,1,100,0.000010
1716209450.358017,463122,8838,1,SA,1,100,0.000041
1716209451.024025,463788,8925,1,SA,1,100,0.000034
1716209451.691033,464455,9008,1,SA,1,100,0.000009
1716209452.024037,464788,9107,1,SA,1,100,0.000050
1716209453.557055,466321,9358,1,SA,1,100,0.000038
1716209454.024060,466788,9391,1,SA,1,100,0.000009
1716209454.490066,467254,9459,1,SA,1,100,0.000011
1716209454.824069,467588,9531,1,SA,1,100,0.000014
1716209455.624079,468388,9665,1,SA,1,100,0.000022
1716209456.024083,468788,9749,1,SA,1,100,0.000020
1716209456.557090,469321,9816,1,SA,1,100,0.000013
1716209457.091096,469855,9901,1,SA,1,100,0.000006
1716209457.290098,470054,9936,1,SA,1,100,0.000005
1716209457.624102,470388,10035,1,SA,1,100,0.000052
1716209458.157108,470921,10071,1,SA,1,100,0.000006
1716209458.890117,471654,10207,1,SA,1,100,0.000015
1716209459.423123,472187,10322,1,SA,1,100,0.000035
1716209459.957129,472721,10414,1,SA,1,100,0.000034
1716209460.490136,473254,10497,1,SA,1,100,0.000027
1716209460.957141,473721,10565,1,SA,1,100,0.000007
1716209461.290145,474054,10615,1,SA,1,100,0.000018
1716209461.690150,474454,10667,1,SA,1,100,0.000008
1716209462.023154,474787,10750,1,SA,1,100,0.000027
1716209462.556160,475320,10817,1,SA,1,100,0.000016
1716209463.090166,475854,10951,1,SA,1,100,0.000041
1716209464.556183,477320,11172,1,SA,1,100,0.000022
1716209466.289203,479053,11426,1,SA,1,100,0.000022
1716209467.356216,480120,11609,1,SA,1,100,0.000013
1716209468.756232,481520,11827,1,SA,1,100,0.000008
1716209468.956234,481720,11911,1,SA,1,100,0.000033
1716209469.822245,482586,11993,1,SA,1,100,0.000006
1716209470.222249,482986,12098,1,SA,1,100,0.000015
1716209470.956258,483720,12182,1,SA,1,100,0.000001
1716209477.621336,490385,13278,1,SA,1,100,0.000006
1716209484.554417,497318,14446,1,SA,1,100,0.000013
1716209484.954421,497718,14481,1,SA,1,100,0.000017
1716209486.287437,499051,14702,1,SA,1,100,0.000008
1716209486.687442,499451,14770,1,SA,1,100,0.000010
1716209486.954445,499718,14820,1,SA,1,100,0.000008
1716209487.420450,500184,14920,1,SA,1,100,0.000015
1716209491.287495,504051,15527,1,SA,1,100,0.000008
1716209491.553499,504317,15594,1,SA,1,100,0.000028
1716209494.953538,507717,16130,1,SA,1,100,0.000001
1716209495.686547,508450,16249,1,SA,1,100,0.000002
1716209495.886549,508650,16288,1,SA,1,100,0.000012
1716209496.086551,508850,16324,1,SA,1,100,0.000015
1716209496.820560,509584,16442,1,SA,1,100,0.000003
1716209497.219565,509983,16509,1,SA,1,100,0.000011
1716209498.153576,510917,16693,1,SA,1,100,0.000039
1716209498.686582,511450,16746,1,SA,1,100,0.000007
1716209499.020586,511784,16830,1,SA,1,100,0.000026
1716209499.553592,512317,16883,1,SA,1,100,0.000007
1716209499.886596,512650,16950,1,SA,1,100,0.000015
1716209501.219611,513983,17169,1,SA,1,100,0.000006
1716209501.619616,514383,17238,1,SA,1,100,0.000014
1716209501.819618,514583,17291,1,SA,1,100,0.000018
1716209502.153622,514917,17325,1,SA,1,100,0.000003
1716209504.152646,516916,17675,1,SA,1,100,0.000010
1716209504.752653,517516,17743,1,SA,1,100,0.000011
1716209504.952655,517716,17778,1,SA,1,100,0.000012
1716209506.419672,519183,18065,1,SA,1,100,0.000027
1716209508.286694,521050,18347,1,SA,1,100,0.000010
1716209509.018703,521782,18467,1,SA,1,100,0.000014
1716209509.552709,522316,18550,1,SA,1,100,0.000013
1716209509.751711,522515,18585,1,SA,1,100,0.000011
1716209509.951713,522715,18637,1,SA,1,100,0.000021
1716209510.485720,523249,18704,1,SA,1,100,0.000006
1716209510.685722,523449,18754,1,SA,1,100,0.000019
1716209511.019726,523783,18810,1,SA,1,100,0.000014
1716209512.285741,525049,19013,1,SA,1,100,0.000025
1716209512.818747,525582,19095,1,SA,1,100,0.000001
1716209513.752758,526516,19280,1,SA,1,100,0.000033
1716209515.085773,527849,19480,1,SA,1,100,0.000008
1716209515.351777,528115,19563,1,SA,1,100,0.000035
1716209516.018784,528782,19614,1,SA,1,100,0.000004
1716209516.684792,529448,19735,1,SA,1,100,0.000013
1716209516.951795,529715,19770,1,SA,1,100,0.000005
1716209517.351800,530115,19857,1,SA,1,100,0.000005
1716209517.884806,530648,19972,1,SA,1,100,0.000039
1716209518.484813,531248,20039,1,SA,1,100,0.000004
1716209518.684815,531448,20058,1,SA,1,100,0.000004
1716209519.017819,531781,20128,1,SA,1,100,0.000013
1716209519.284822,532048,20161,1,SA,1,100,0.000013
1716209519.551826,532315,20230,1,SA,1,100,0.000018
1716209520.017831,532781,20331,1,SA,1,100,0.000027
1716209521.550849,534314,20552,1,SA,1,100,0.000012
1716209522.750863,535514,20767,1,SA,1,100,0.000022
1716209523.417871,536181,20851,1,SA,1,100,0.000001
1716209523.617873,536381,20886,1,SA,1,100,0.000003
1716209523.817875,536581,20940,1,SA,1,100,0.000032
1716209524.217880,536981,21007,1,SA,1,100,0.000024
1716209524.551884,537315,21058,1,SA,1,100,0.000003
1716209525.617896,538381,21288,1,SA,1,100,0.000041
1716209526.484907,539248,21411,1,SA,1,100,0.000026
1716209528.683932,541447,21729,1,SA,1,100,0.000016
1716209529.483942,542247,21896,1,SA,1,100,0.000021
1716209530.683956,543447,22077,1,SA,1,100,0.000024
1716209531.083960,543847,22111,1,SA,1,100,0.000006
1716209531.283963,544047,22146,1,SA,1,100,0.000016
1716209532.750980,545514,22400,1,SA,1,100,0.000003
1716209533.283986,546047,22483,1,SA,1,100,0.000009
1716209533.550989,546314,22570,1,SA,1,100,0.000034
1716209534.416999,547180,22672,1,SA,1,100,0.000006
1716209535.217009,547980,22820,1,SA,1,100,0.000020
1716209535.750015,548513,22887,1,SA,1,100,0.000011
1716209535.950017,548713,22922,1,SA,1,100,0.000016
1716209536.150019,548913,22989,1,SA,1,100,0.000028
1716209536.550024,549313,23024,1,SA,1,100,0.000017
1716209536.950029,549713,23113,1,SA,1,100,0.000018
1716209537.283033,550046,23148,1,SA,1,100,0.000014
1716209537.550036,550313,23182,1,SA,1,100,0.000017
1716209538.083042,550846,23283,1,SA,1,100,0.000010
1716209538.283044,551046,23333,1,SA,1,100,0.000028
1716209538.683049,551446,23390,1,SA,1,100,0.000011
1716209539.216055,551979,23488,1,SA,1,100,0.000034
1716209539.816062,552579,23572,1,SA,1,100,0.000011
1716209540.016065,552779,23606,1,SA,1,100,0.000015
1716209540.416069,553179,23677,1,SA,1,100,0.000022
1716209541.149078,553912,23829,1,SA,1,100,0.000043
1716209542.016088,554779,23936,1,SA,1,100,0.000004
1716209542.216090,554979,24022,1,SA,1,100,0.000039
1716209542.816097,555579,24106,1,SA,1,100,0.000033
1716209543.349104,556112,24156,1,SA,1,100,0.000011
1716209543.682107,556445,24226,1,SA,1,100,0.000023
1716209543.949111,556712,24259,1,SA,1,100,0.000002
1716209544.149113,556912,24362,1,SA,1,100,0.000047
1716209544.749120,557512,24399,1,SA,1,100,0.000013
1716209545.082124,557845,24451,1,SA,1,100,0.000011
1716209545.416128,558179,24551,1,SA,1,100,0.000036
1716209545.882133,558645,24587,1,SA,1,100,0.000001
1716209546.215137,558978,24654,1,SA,1,100,0.000009
1716209547.349150,560112,24841,1,SA,1,100,0.000003
1716209547.949157,560712,24942,1,SA,1,100,0.000010
1716209548.349162,561112,25009,1,SA,1,100,0.000009
1716209548.815167,561578,25079,1,SA,1,100,0.000002
1716209549.283173,562046,25197,1,SA,1,100,0.000023
1716209550.616189,563379,25411,1,SA,1,100,0.000019
1716209551.016193,563779,25446,1,SA,1,100,0.000017
1716209551.548199,564311,25530,1,SA,1,100,0.000013
1716209554.149230,566912,26015,1,SA,1,100,0.000033
1716209555.082241,567845,26183,1,SA,1,100,0.000061
1716209555.682248,568445,26267,1,SA,1,100,0.000033
1716209556.148253,568911,26286,1,SA,1,100,0.000015
1716209556.481257,569244,26353,1,SA,1,100,0.000018
1716209556.681259,569444,26387,1,SA,1,100,0.000014
1716209556.948262,569711,26454,1,SA,1,100,0.000027
1716209557.681271,570444,26561,1,SA,1,100,0.000008
1716209557.881273,570644,26612,1,SA,1,100,0.000033
1716209558.214277,570977,26648,1,SA,1,100,0.000019
1716209558.614282,571377,26734,1,SA,1,100,0.000031
1716209558.948286,571711,26767,1,SA,1,100,0.000007
1716209559.481292,572244,26919,1,SA,1,100,0.000030
